ITEM,Departamento,Municipio,Año,Mes,Contrato,Campo,Tipo Prod,Tipo Hidrocarburo,Precio Hidrocarburo USD,Porc Regalia,Prod. Gravable Bls/Kpc,Volumen Regalia Bls/Kpc,Regalias COP,Trm Promedio,Regimen Reg
9438,GUAJIRA,URIBIA,2017,3,GUAJIRA,BALLENA,B,G,4.8,0.2,206603,41320.6,583546187.35,2942.29,Ley 141 20%
9439,GUAJIRA,URIBIA,2017,3,GUAJIRA,BALLENA 2,B,G,,0.2,0,0,0,2942.29,Ley 141 20%
9440,GUAJIRA,URIBIA,2017,3,GUAJIRA,CHUCHUPA,B,G,4.8,0.2,1824728,364945.6,5153909033.82,2942.29,Ley 141 20%
9441,GUAJIRA,URIBIA,2017,3,GUAJIRA,CHUCHUPA 2,B,G,,0.2,0,0,0,2942.29,Ley 141 20%
9442,GUAJIRA,URIBIA,2017,4,GUAJIRA,BALLENA,B,G,4.86,0.2,199815,39963,559275736.92,2877.82,Ley 141 20%
9443,GUAJIRA,URIBIA,2017,4,GUAJIRA,CHUCHUPA,B,G,4.86,0.2,1798719,359743.8,5034556439.74,2877.82,Ley 141 20%
9444,GUAJIRA,URIBIA,2017,5,GUAJIRA,BALLENA,B,G,4.87,0.2,174299.74,34859.95,496172199.49,2923.61,Ley 141 20%
9445,GUAJIRA,URIBIA,2017,5,GUAJIRA,CHUCHUPA,B,G,4.87,0.2,1814838.13,362967.63,5166228172.14,2923.61,Ley 141 20%
9446,GUAJIRA,URIBIA,2017,6,GUAJIRA,BALLENA,B,G,4.83,0.2,158001.29,31600.26,451096986.41,2957.1,Ley 141 20%
9447,GUAJIRA,URIBIA,2017,6,GUAJIRA,CHUCHUPA,B,G,4.83,0.2,1662086.45,332417.29,4745291565.58,2957.1,Ley 141 20%
9448,GUAJIRA,URIBIA,2017,7,GUAJIRA,BALLENA,B,G,4.82,0.2,158571.38,31714.28,464507582.32,3036.58,Ley 141 20%
9449,GUAJIRA,URIBIA,2017,7,GUAJIRA,CHUCHUPA,B,G,4.82,0.2,1617171.8,323434.36,4737226625.11,3036.58,Ley 141 20%
9450,GUAJIRA,URIBIA,2017,8,GUAJIRA,BALLENA,B,G,4.54,0.2,182299.8,36459.96,492517067.98,2973.2,Ley 141 20%
9451,GUAJIRA,URIBIA,2017,8,GUAJIRA,CHUCHUPA,B,G,4.54,0.2,1815660.17,363132.03,4905346160.16,2973.2,Ley 141 20%
9452,GUAJIRA,URIBIA,2017,9,GUAJIRA,BALLENA,B,G,4.59,0.2,169894.19,33978.84,455433490.39,2917.09,Ley 141 20%
9453,GUAJIRA,URIBIA,2017,9,GUAJIRA,CHUCHUPA,B,G,4.59,0.2,1801940.61,360388.12,4830442419.01,2917.09,Ley 141 20%
9454,GUAJIRA,URIBIA,2017,10,GUAJIRA,BALLENA,B,G,4.61,0.2,159275.73,31855.15,433888542.51,2953.76,Ley 141 20%
9455,GUAJIRA,URIBIA,2017,10,GUAJIRA,CHUCHUPA,B,G,4.61,0.2,1793141.02,358628.2,4884757670.02,2953.76,Ley 141 20%
9456,GUAJIRA,URIBIA,2017,11,GUAJIRA,BALLENA,B,G,4.52,0.2,162357.28,32471.46,442241022.23,3013.47,Ley 141 20%
9457,GUAJIRA,URIBIA,2017,11,GUAJIRA,CHUCHUPA,B,G,4.52,0.2,1811321.09,362264.22,4933813199.39,3013.47,Ley 141 20%
9458,GUAJIRA,URIBIA,2017,12,GUAJIRA,BALLENA,B,G,4.68,0.2,161140.99,32228.2,451684604.59,2991.76,Ley 141 20%
9459,GUAJIRA,URIBIA,2017,12,GUAJIRA,CHUCHUPA,B,G,4.68,0.2,1772850.12,354570.02,4969369408.89,2991.76,Ley 141 20%
9460,HUILA,AIPE,2017,1,PALERMO ECOPETROL,BALCÓN,B,O,43.49,0.2,0,0,0,2941.4,Ley 141 20%
9461,HUILA,AIPE,2017,1,PALERMO ECOPETROL,BALCÓN,B,G,4.93,0.2,0,0,0,2941.4,Ley 141 20%
9462,HUILA,AIPE,2017,1,PALERMO ECOPETROL,BALCÓN,B,G,4.93,0.2,2350,470,6812614.53,2941.4,Ley 141 20%
9463,HUILA,AIPE,2017,1,PALERMO ECOPETROL,BALCÓN,B,O,43.49,0.2,30041,6008.2,768599079.11,2941.4,Ley 141 20%
9464,HUILA,AIPE,2017,1,PALERMO ECOPETROL,BALCÓN,B,G,4.93,0.12,0,0,0,2941.4,ARTICULO 39 LEY 756
9465,HUILA,AIPE,2017,1,PALERMO ECOPETROL,BALCÓN,B,O,43.49,0.12,0,0,0,2941.4,ARTICULO 39 LEY 756
9466,HUILA,AIPE,2017,1,PALERMO ECOPETROL,BALCÓN,B,G,4.93,0.12,2350,282,4087568.87,2941.4,ARTICULO 39 LEY 756
9467,HUILA,AIPE,2017,1,PALERMO ECOPETROL,BALCÓN,QB,G,4.93,0.12,256,30.72,445284.1,2941.4,ARTICULO 39 LEY 756
9468,HUILA,AIPE,2017,1,PALERMO ECOPETROL,BALCÓN,B,O,43.49,0.12,30041,3604.92,461159447.53,2941.4,ARTICULO 39 LEY 756
9469,HUILA,AIPE,2017,1,PALERMO ECOPETROL,BALCÓN,QB,G,4.93,0.2,256,51.2,742140.03,2941.4,Ley 141 20%
9470,HUILA,AIPE,2017,1,PIJAO POTRERILLO,ARRAYÁN,B,G,4.29,0.06,0,0,0,2941.4,Ley 756 8% variable
9471,HUILA,AIPE,2017,1,PIJAO POTRERILLO,ARRAYÁN,QB,G,4.29,0.06,569,36.42,459358.47,2941.4,Ley 756 8% variable
9472,HUILA,AIPE,2017,1,PIJAO POTRERILLO,ARRAYÁN,B,O,40.63,0.08,19022,1521.76,181865483.39,2941.4,Ley 756 8% variable
9473,HUILA,AIPE,2017,1,PIJAO POTRERILLO,BRISAS,I,O,38.94,0.08,0,0,0,2941.4,Ley 756 8% variable
9474,HUILA,AIPE,2017,1,PIJAO POTRERILLO,BRISAS,B,G,3.4,0.12,0,0,0,2941.4,ARTICULO 39 LEY 756
9475,HUILA,AIPE,2017,1,PIJAO POTRERILLO,BRISAS,B,O,38.94,0.12,2382,285.84,32741929.23,2941.4,ARTICULO 39 LEY 756
9476,HUILA,AIPE,2017,1,PIJAO POTRERILLO,BRISAS,B,O,38.94,0.2,2382,476.4,54569881.58,2941.4,Ley 141 20%
9477,HUILA,AIPE,2017,1,PIJAO POTRERILLO,BRISAS,B,G,3.4,0.2,0,0,0,2941.4,Ley 141 20%
9478,HUILA,AIPE,2017,1,PIJAO POTRERILLO,DINA CRETÁCEOS,QB,G,4.38,0.2,307,61.4,791867.34,2941.4,Ley 141 20%
9479,HUILA,AIPE,2017,1,PIJAO POTRERILLO,DINA CRETÁCEOS,B,G,4.38,0.2,4278,855.6,11034555.36,2941.4,Ley 141 20%
9480,HUILA,AIPE,2017,1,PIJAO POTRERILLO,DINA CRETÁCEOS,B,O,38.57,0.2,5696,1139.2,129244690.22,2941.4,Ley 141 20%
10023,HUILA,GIGANTE,2017,2,MATAMBO,GIGANTE,B,O,0,0.08,0,0,0,2879.57,Ley 756 8% variable
9481,HUILA,AIPE,2017,1,PIJAO POTRERILLO,DINA CRETÁCEOS,B,G,4.38,0.12,4278,513.36,6620733.3,2941.4,ARTICULO 39 LEY 756
9482,HUILA,AIPE,2017,1,PIJAO POTRERILLO,DINA CRETÁCEOS,QB,G,4.38,0.12,307,36.84,475120.41,2941.4,ARTICULO 39 LEY 756
9483,HUILA,AIPE,2017,1,PIJAO POTRERILLO,DINA CRETÁCEOS,B,O,38.57,0.12,5696,683.52,77546814.33,2941.4,ARTICULO 39 LEY 756
9484,HUILA,AIPE,2017,1,PIJAO POTRERILLO,DINA CRETÁCEOS,I,O,38.57,0.08,9301,744.08,84417476.59,2941.4,Ley 756 8% variable
9485,HUILA,AIPE,2017,1,PIJAO POTRERILLO,DINA TERCIARIOS,B,G,4.65,0.2,55001,11000.2,150306507.79,2941.4,Ley 141 20%
9486,HUILA,AIPE,2017,1,PIJAO POTRERILLO,DINA TERCIARIOS,B,O,36.89,0.2,58085,11617,1260465118.97,2941.4,Ley 141 20%
9487,HUILA,AIPE,2017,1,PIJAO POTRERILLO,DINA TERCIARIOS,I,O,36.89,0.08,82546,6603.68,716511000.86,2941.4,Ley 756 8% variable
9488,HUILA,AIPE,2017,1,PIJAO POTRERILLO,DINA TERCIARIOS,B,G,4.65,0.12,55001,6600.12,90183904.77,2941.4,ARTICULO 39 LEY 756
9489,HUILA,AIPE,2017,1,PIJAO POTRERILLO,DINA TERCIARIOS,QB,G,4.65,0.12,8328,999.36,13655234.61,2941.4,ARTICULO 39 LEY 756
9490,HUILA,AIPE,2017,1,PIJAO POTRERILLO,DINA TERCIARIOS,B,O,36.89,0.12,58085,6970.2,756279071.54,2941.4,ARTICULO 39 LEY 756
9491,HUILA,AIPE,2017,1,PIJAO POTRERILLO,DINA TERCIARIOS,QB,G,4.65,0.2,8328,1665.6,22758724.34,2941.4,Ley 141 20%
9492,HUILA,AIPE,2017,1,PIJAO POTRERILLO,LOMA LARGA,B,O,37.08,0.08,5925,474,51703806.18,2941.4,Ley 756 8% variable
9493,HUILA,AIPE,2017,1,PIJAO POTRERILLO,LOMA LARGA,I,O,37.08,0.08,0,0,0,2941.4,Ley 756 8% variable
9494,HUILA,AIPE,2017,1,PIJAO POTRERILLO,LOMA LARGA,QB,G,3.36,0.06,5104,326.66,3227222.23,2941.4,Ley 756 8% variable
9495,HUILA,AIPE,2017,1,PIJAO POTRERILLO,LOMA LARGA,B,G,3.36,0.06,0,0,0,2941.4,Ley 756 8% variable
9496,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TEMPRANILLO,B,G,5.16,0.06,7748,495.87,7523387.42,2941.4,Ley 756 8% variable
9497,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TEMPRANILLO,QB,G,5.16,0.06,1001,64.06,971981.12,2941.4,Ley 756 8% variable
9498,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TEMPRANILLO,B,O,43.32,0.08,8688,695.04,88565456.33,2941.4,Ley 756 8% variable
9499,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TEMPRANILLO NORTE,B,G,5.23,0.06,0,0,0,2941.4,Ley 756 8% variable
9500,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TEMPRANILLO NORTE,B,O,43.42,0.08,0,0,0,2941.4,Ley 756 8% variable
9501,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TEMPRANILLO NORTE,B,O,43.42,0.08,6680,534.4,68249952.41,2941.4,Ley 756 8% variable
9502,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TEMPRANILLO NORTE,QB,G,5.23,0.06,124,7.94,122057.89,2941.4,Ley 756 8% variable
9503,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TEMPRANILLO NORTE,B,G,5.23,0.06,2432,155.65,2393910.67,2941.4,Ley 756 8% variable
9504,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TENAX,B,G,,0.06,0,0,0,2941.4,Ley 756 8% variable
9505,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TENAY,B,G,5.04,0.2,22547,4509.4,66892748.01,2941.4,Ley 141 20%
9506,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TENAY,B,G,5.04,0.2,0,0,0,2941.4,Ley 141 20%
9507,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TENAY,B,O,45.51,0.2,0,0,0,2941.4,Ley 141 20%
9508,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TENAY,I,O,45.51,0.08,0,0,0,2941.4,Ley 756 8% variable
9509,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TENAY,B,G,5.04,0.12,0,0,0,2941.4,ARTICULO 39 LEY 756
9510,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TENAY,B,O,45.51,0.12,0,0,0,2941.4,ARTICULO 39 LEY 756
9511,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TENAY,B,G,5.04,0.12,22547,2705.64,40135649.04,2941.4,ARTICULO 39 LEY 756
9512,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TENAY,QB,G,5.04,0.12,1607,192.84,2860601.77,2941.4,ARTICULO 39 LEY 756
9513,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TENAY,B,O,45.51,0.12,4216,505.92,67726705.24,2941.4,ARTICULO 39 LEY 756
9514,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TENAY,QB,G,5.04,0.2,1607,321.4,4767669.36,2941.4,Ley 141 20%
9515,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TENAY,B,O,45.51,0.2,4216,843.2,112877842.07,2941.4,Ley 141 20%
9516,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TENAY,I,O,45.51,0.08,10108,808.64,108251349.82,2941.4,Ley 756 8% variable
9517,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TENAY 11,B,G,,0.2,0,0,0,2941.4,Ley 141 20%
9518,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TENAY 11,B,O,0,0.2,0,0,0,2941.4,Ley 141 20%
9519,HUILA,AIPE,2017,1,PIJAO POTRERILLO,TENAY 11,I,O,0,0.08,0,0,0,2941.4,Ley 756 8% variable
9520,HUILA,AIPE,2017,2,PALERMO ECOPETROL,BALCÓN,B,G,5.02,0.2,0,0,0,2879.57,Ley 141 20%
9521,HUILA,AIPE,2017,2,PALERMO ECOPETROL,BALCÓN,B,O,44.03,0.2,0,0,0,2879.57,Ley 141 20%
9522,HUILA,AIPE,2017,2,PALERMO ECOPETROL,BALCÓN,B,G,5.02,0.2,2206,441.2,6371642.45,2879.57,Ley 141 20%
9523,HUILA,AIPE,2017,2,PALERMO ECOPETROL,BALCÓN,B,O,44.03,0.2,26978,5395.6,684075813.08,2879.57,Ley 141 20%
9524,HUILA,AIPE,2017,2,PALERMO ECOPETROL,BALCÓN,B,G,5.02,0.12,0,0,0,2879.57,ARTICULO 39 LEY 756
9525,HUILA,AIPE,2017,2,PALERMO ECOPETROL,BALCÓN,B,O,44.03,0.12,0,0,0,2879.57,ARTICULO 39 LEY 756
9526,HUILA,AIPE,2017,2,PALERMO ECOPETROL,BALCÓN,B,G,5.02,0.12,2206,264.72,3822985.5,2879.57,ARTICULO 39 LEY 756
9527,HUILA,AIPE,2017,2,PALERMO ECOPETROL,BALCÓN,QB,G,5.02,0.12,76,9.12,131707.57,2879.57,ARTICULO 39 LEY 756
9528,HUILA,AIPE,2017,2,PALERMO ECOPETROL,BALCÓN,B,O,44.03,0.12,26978,3237.36,410445487.84,2879.57,ARTICULO 39 LEY 756
9529,HUILA,AIPE,2017,2,PALERMO ECOPETROL,BALCÓN,QB,G,5.02,0.2,76,15.2,219512.39,2879.57,Ley 141 20%
9530,HUILA,AIPE,2017,2,PIJAO POTRERILLO,ARRAYÁN,B,G,4.36,0.06,0,0,0,2879.57,Ley 756 8% variable
9531,HUILA,AIPE,2017,2,PIJAO POTRERILLO,ARRAYÁN,QB,G,4.36,0.06,3999,255.94,3216573.64,2879.57,Ley 756 8% variable
9532,HUILA,AIPE,2017,2,PIJAO POTRERILLO,ARRAYÁN,B,O,41.12,0.08,17485,1398.8,165622148.57,2879.57,Ley 756 8% variable
9533,HUILA,AIPE,2017,2,PIJAO POTRERILLO,BRISAS,B,O,39.42,0.2,2142,428.4,48633013.27,2879.57,Ley 141 20%
9534,HUILA,AIPE,2017,2,PIJAO POTRERILLO,BRISAS,B,G,3.46,0.2,0,0,0,2879.57,Ley 141 20%
9535,HUILA,AIPE,2017,2,PIJAO POTRERILLO,BRISAS,I,O,39.42,0.08,0,0,0,2879.57,Ley 756 8% variable
9536,HUILA,AIPE,2017,2,PIJAO POTRERILLO,BRISAS,B,G,3.46,0.12,0,0,0,2879.57,ARTICULO 39 LEY 756
9537,HUILA,AIPE,2017,2,PIJAO POTRERILLO,BRISAS,QB,G,3.46,0.12,518,62.16,618549.81,2879.57,ARTICULO 39 LEY 756
9538,HUILA,AIPE,2017,2,PIJAO POTRERILLO,BRISAS,B,O,39.42,0.12,2142,257.04,29179807.96,2879.57,ARTICULO 39 LEY 756
9539,HUILA,AIPE,2017,2,PIJAO POTRERILLO,BRISAS,QB,G,3.46,0.2,518,103.6,1030916.35,2879.57,Ley 141 20%
9540,HUILA,AIPE,2017,2,PIJAO POTRERILLO,DINA CRETÁCEOS,B,O,39.14,0.2,5090,1018,114739188.24,2879.57,Ley 141 20%
9541,HUILA,AIPE,2017,2,PIJAO POTRERILLO,DINA CRETÁCEOS,I,O,39.14,0.08,8520,681.6,76823409.38,2879.57,Ley 756 8% variable
9542,HUILA,AIPE,2017,2,PIJAO POTRERILLO,DINA CRETÁCEOS,B,G,4.38,0.2,3932,786.4,9928899.53,2879.57,Ley 141 20%
9543,HUILA,AIPE,2017,2,PIJAO POTRERILLO,DINA CRETÁCEOS,B,G,4.38,0.12,3932,471.84,5957339.84,2879.57,ARTICULO 39 LEY 756
9544,HUILA,AIPE,2017,2,PIJAO POTRERILLO,DINA CRETÁCEOS,QB,G,4.38,0.12,126,15.12,190901.53,2879.57,ARTICULO 39 LEY 756
9545,HUILA,AIPE,2017,2,PIJAO POTRERILLO,DINA CRETÁCEOS,B,O,39.14,0.12,5090,610.8,68843513.06,2879.57,ARTICULO 39 LEY 756
9546,HUILA,AIPE,2017,2,PIJAO POTRERILLO,DINA CRETÁCEOS,QB,G,4.38,0.2,126,25.2,318168.94,2879.57,Ley 141 20%
9547,HUILA,AIPE,2017,2,PIJAO POTRERILLO,DINA TERCIARIOS,B,O,37.44,0.2,52700,10540,1136432194.61,2879.57,Ley 141 20%
9548,HUILA,AIPE,2017,2,PIJAO POTRERILLO,DINA TERCIARIOS,I,O,37.44,0.08,75385,6030.8,650246231.35,2879.57,Ley 756 8% variable
9549,HUILA,AIPE,2017,2,PIJAO POTRERILLO,DINA TERCIARIOS,B,G,4.65,0.2,51360,10272,137406021.88,2879.57,Ley 141 20%
9550,HUILA,AIPE,2017,2,PIJAO POTRERILLO,DINA TERCIARIOS,B,G,4.65,0.12,51360,6163.2,82443613.2,2879.57,ARTICULO 39 LEY 756
9551,HUILA,AIPE,2017,2,PIJAO POTRERILLO,DINA TERCIARIOS,QB,G,4.65,0.12,5205,624.6,8355120.84,2879.57,ARTICULO 39 LEY 756
9552,HUILA,AIPE,2017,2,PIJAO POTRERILLO,DINA TERCIARIOS,B,O,37.44,0.12,52700,6324,681859316.82,2879.57,ARTICULO 39 LEY 756
9553,HUILA,AIPE,2017,2,PIJAO POTRERILLO,DINA TERCIARIOS,QB,G,4.65,0.2,5205,1041,13925201,2879.57,Ley 141 20%
9554,HUILA,AIPE,2017,2,PIJAO POTRERILLO,LOMA LARGA,I,O,37.62,0.08,0,0,0,2879.57,Ley 756 8% variable
9555,HUILA,AIPE,2017,2,PIJAO POTRERILLO,LOMA LARGA,QB,G,3.42,0.06,5113,327.23,3221021.11,2879.57,Ley 756 8% variable
9556,HUILA,AIPE,2017,2,PIJAO POTRERILLO,LOMA LARGA,B,O,37.62,0.08,4426,354.08,38354529.18,2879.57,Ley 756 8% variable
9557,HUILA,AIPE,2017,2,PIJAO POTRERILLO,LOMA LARGA,B,G,3.42,0.06,0,0,0,2879.57,Ley 756 8% variable
9558,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TEMPRANILLO,B,G,5.16,0.06,7850,502.4,7462202.37,2879.57,Ley 756 8% variable
9559,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TEMPRANILLO,QB,G,5.16,0.06,971,62.14,923031.53,2879.57,Ley 756 8% variable
9560,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TEMPRANILLO,B,O,44.36,0.08,8436,674.88,86213271.66,2879.57,Ley 756 8% variable
9561,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TEMPRANILLO NORTE,B,G,5.23,0.06,0,0,0,2879.57,Ley 756 8% variable
9562,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TEMPRANILLO NORTE,B,O,44.23,0.08,0,0,0,2879.57,Ley 756 8% variable
9563,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TEMPRANILLO NORTE,B,O,44.23,0.08,5462,436.96,55656351.78,2879.57,Ley 756 8% variable
9564,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TEMPRANILLO NORTE,QB,G,5.23,0.06,21,1.34,20236.44,2879.57,Ley 756 8% variable
9565,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TEMPRANILLO NORTE,B,G,5.23,0.06,2054,131.46,1979330.8,2879.57,Ley 756 8% variable
9566,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TENAX,B,G,,0.06,0,0,0,2879.57,Ley 756 8% variable
9567,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TENAY,B,G,5.04,0.2,20881,4176.2,60647809.53,2879.57,Ley 141 20%
9568,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TENAY,I,O,45.87,0.08,0,0,0,2879.57,Ley 756 8% variable
9569,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TENAY,B,G,5.04,0.2,0,0,0,2879.57,Ley 141 20%
9570,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TENAY,B,O,45.87,0.2,0,0,0,2879.57,Ley 141 20%
9571,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TENAY,B,G,5.04,0.12,0,0,0,2879.57,ARTICULO 39 LEY 756
9572,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TENAY,B,O,45.87,0.12,0,0,0,2879.57,ARTICULO 39 LEY 756
9573,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TENAY,B,G,5.04,0.12,20881,2505.72,36388685.81,2879.57,ARTICULO 39 LEY 756
9574,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TENAY,QB,G,5.04,0.12,646,77.52,1125764.62,2879.57,ARTICULO 39 LEY 756
9575,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TENAY,B,O,45.87,0.12,3777,453.24,59869734.72,2879.57,ARTICULO 39 LEY 756
9576,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TENAY,QB,G,5.04,0.2,646,129.2,1876274.35,2879.57,Ley 141 20%
9577,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TENAY,B,O,45.87,0.2,3777,755.4,99782891.1,2879.57,Ley 141 20%
9578,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TENAY,I,O,45.87,0.08,8693,695.44,91862607.48,2879.57,Ley 756 8% variable
9579,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TENAY 11,B,G,,0.2,0,0,0,2879.57,Ley 141 20%
9580,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TENAY 11,B,O,0,0.2,0,0,0,2879.57,Ley 141 20%
9581,HUILA,AIPE,2017,2,PIJAO POTRERILLO,TENAY 11,I,O,0,0.08,0,0,0,2879.57,Ley 756 8% variable
9582,HUILA,AIPE,2017,3,PALERMO ECOPETROL,BALCÓN,B,G,4.88,0.2,0,0,0,2942.29,Ley 141 20%
9583,HUILA,AIPE,2017,3,PALERMO ECOPETROL,BALCÓN,B,O,40.57,0.2,0,0,0,2942.29,Ley 141 20%
9584,HUILA,AIPE,2017,3,PALERMO ECOPETROL,BALCÓN,B,O,40.57,0.2,31268,6253.6,746487815.23,2942.29,Ley 141 20%
9585,HUILA,AIPE,2017,3,PALERMO ECOPETROL,BALCÓN,B,G,4.88,0.2,2424,484.8,6964363.51,2942.29,Ley 141 20%
9586,HUILA,AIPE,2017,3,PALERMO ECOPETROL,BALCÓN,B,G,4.88,0.12,0,0,0,2942.29,ARTICULO 39 LEY 756
9587,HUILA,AIPE,2017,3,PALERMO ECOPETROL,BALCÓN,B,O,40.57,0.12,0,0,0,2942.29,ARTICULO 39 LEY 756
9588,HUILA,AIPE,2017,3,PALERMO ECOPETROL,BALCÓN,B,G,4.88,0.12,2424,290.88,4178618.23,2942.29,ARTICULO 39 LEY 756
9589,HUILA,AIPE,2017,3,PALERMO ECOPETROL,BALCÓN,B,O,40.57,0.12,31268,3752.16,447892689.27,2942.29,ARTICULO 39 LEY 756
9590,HUILA,AIPE,2017,3,PIJAO POTRERILLO,ARRAYÁN,B,G,4.25,0.06,0,0,0,2942.29,Ley 756 8% variable
9591,HUILA,AIPE,2017,3,PIJAO POTRERILLO,ARRAYÁN,QB,G,4.25,0.06,2226,142.46,1781013.12,2942.29,Ley 756 8% variable
9592,HUILA,AIPE,2017,3,PIJAO POTRERILLO,ARRAYÁN,B,O,37.69,0.08,19107,1528.56,169492433.22,2942.29,Ley 756 8% variable
9593,HUILA,AIPE,2017,3,PIJAO POTRERILLO,BRISAS,B,G,3.36,0.2,0,0,0,2942.29,Ley 141 20%
9594,HUILA,AIPE,2017,3,PIJAO POTRERILLO,BRISAS,B,O,35.92,0.2,3305,661,69852920.86,2942.29,Ley 141 20%
9595,HUILA,AIPE,2017,3,PIJAO POTRERILLO,BRISAS,I,O,35.92,0.08,0,0,0,2942.29,Ley 756 8% variable
9596,HUILA,AIPE,2017,3,PIJAO POTRERILLO,BRISAS,B,G,3.36,0.12,0,0,0,2942.29,ARTICULO 39 LEY 756
9597,HUILA,AIPE,2017,3,PIJAO POTRERILLO,BRISAS,QB,G,3.36,0.12,254,30.48,301704.82,2942.29,ARTICULO 39 LEY 756
9598,HUILA,AIPE,2017,3,PIJAO POTRERILLO,BRISAS,B,O,35.92,0.12,3305,396.6,41911752.61,2942.29,ARTICULO 39 LEY 756
9599,HUILA,AIPE,2017,3,PIJAO POTRERILLO,BRISAS,QB,G,3.36,0.2,254,50.8,502841.14,2942.29,Ley 141 20%
9600,HUILA,AIPE,2017,3,PIJAO POTRERILLO,DINA CRETÁCEOS,B,G,4.38,0.2,3156,631.2,8142962.25,2942.29,Ley 141 20%
9601,HUILA,AIPE,2017,3,PIJAO POTRERILLO,DINA CRETÁCEOS,B,O,35.67,0.2,5576,1115.2,117034676.08,2942.29,Ley 141 20%
9602,HUILA,AIPE,2017,3,PIJAO POTRERILLO,DINA CRETÁCEOS,I,O,35.67,0.08,8214,657.12,68961465.55,2942.29,Ley 756 8% variable
9603,HUILA,AIPE,2017,3,PIJAO POTRERILLO,DINA CRETÁCEOS,B,G,4.38,0.12,3156,378.72,4885777.62,2942.29,ARTICULO 39 LEY 756
9604,HUILA,AIPE,2017,3,PIJAO POTRERILLO,DINA CRETÁCEOS,B,O,35.67,0.12,5576,669.12,70220805.93,2942.29,ARTICULO 39 LEY 756
9605,HUILA,AIPE,2017,3,PIJAO POTRERILLO,DINA TERCIARIOS,B,O,34.08,0.2,56455,11291,1132112101.74,2942.29,Ley 141 20%
9606,HUILA,AIPE,2017,3,PIJAO POTRERILLO,DINA TERCIARIOS,I,O,34.08,0.08,71509,5720.72,573598117.28,2942.29,Ley 756 8% variable
9607,HUILA,AIPE,2017,3,PIJAO POTRERILLO,DINA TERCIARIOS,B,G,4.65,0.2,45380,9076,124051802.34,2942.29,Ley 141 20%
9608,HUILA,AIPE,2017,3,PIJAO POTRERILLO,DINA TERCIARIOS,B,G,4.65,0.12,45380,5445.6,74431081.41,2942.29,ARTICULO 39 LEY 756
9609,HUILA,AIPE,2017,3,PIJAO POTRERILLO,DINA TERCIARIOS,QB,G,4.65,0.12,5363,643.56,8796251.43,2942.29,ARTICULO 39 LEY 756
9610,HUILA,AIPE,2017,3,PIJAO POTRERILLO,DINA TERCIARIOS,B,O,34.08,0.12,56455,6774.6,679267261.14,2942.29,ARTICULO 39 LEY 756
9611,HUILA,AIPE,2017,3,PIJAO POTRERILLO,DINA TERCIARIOS,QB,G,4.65,0.2,5363,1072.6,14660418.95,2942.29,Ley 141 20%
